Base,MD,FY,Manpower_Ops,Manpower_Mx,Manpower_Support_Staff,Operating_Material,Mx_Consumables,Mx_DLR,Mx_Depot_AC,Mx_Depot_Missile,Mx_Depot_Engine,CLS,Total_O.S,Avg_Inv,TAI,End_Strength,FH
NELLIS AFB (NV),RQ-4,2010,796042,NA,NA,NA,NA,NA,NA,NA,NA,NA,796042,NA,NA,6,NA
NELLIS AFB (NV),RQ-4,2011,889341,NA,NA,NA,NA,NA,NA,NA,NA,NA,889341,NA,NA,7,NA
NELLIS AFB (NV),RQ-4,2012,993195,NA,NA,NA,NA,NA,NA,NA,NA,NA,993195,NA,NA,7,NA
NELLIS AFB (NV),RQ-4,2013,791874,NA,NA,NA,NA,NA,NA,NA,NA,NA,791874,NA,NA,7,NA
NELLIS AFB (NV),RQ-4,2014,713674,NA,NA,NA,NA,NA,NA,NA,NA,NA,713674,NA,NA,10,NA
NELLIS AFB (NV),T-1,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
NELLIS AFB (NV),T-37,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,743,NA,NA,NA,NA
NELLIS AFB (NV),T-38,1996,1459527,NA,1846131,207789,2597703,4579454,NA,NA,NA,NA,11680890,NA,NA,51,NA
NELLIS AFB (NV),T-38,1997,930969,NA,1432487,NA,NA,NA,NA,NA,NA,NA,2443346,NA,NA,37,NA
NELLIS AFB (NV),T-38,1998,NA,NA,547995,NA,NA,NA,NA,NA,NA,NA,547995,NA,NA,6,NA
NELLIS AFB (NV),T-38,1999,NA,NA,334439,NA,NA,NA,NA,NA,NA,NA,334439,NA,NA,5,NA
NELLIS AFB (NV),T-38,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA
NELLIS AFB (NV),T-38,2004,NA,NA,8701,NA,NA,NA,NA,NA,NA,NA,8701,NA,NA,NA,NA
NELLIS AFB (NV),T-38,2005,NA,NA,11093,NA,NA,NA,NA,NA,NA,NA,11093,NA,NA,NA,NA
NELLIS AFB (NV),T-38,2006,NA,NA,4238,NA,NA,NA,NA,NA,NA,NA,4238,NA,NA,NA,NA
NELLIS AFB (NV),T-38,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA
NELLIS AFB (NV),T-38,2008,4307,NA,NA,NA,NA,NA,NA,NA,NA,NA,4307,NA,NA,NA,NA
NELLIS AFB (NV),T-38,2009,8796,NA,NA,NA,NA,NA,NA,NA,NA,NA,8796,NA,NA,NA,NA
NELLIS AFB (NV),T-38,2010,5996,NA,NA,NA,NA,NA,NA,NA,NA,NA,5996,NA,NA,NA,NA
NELLIS AFB (NV),T-38,2011,5975,2564,NA,NA,NA,NA,NA,NA,NA,NA,8539,NA,NA,NA,NA
NELLIS AFB (NV),T-38,2012,5520,3134,NA,NA,NA,NA,NA,NA,NA,NA,8654,NA,NA,1,NA
NELLIS AFB (NV),T-38,2013,55423,1196,NA,NA,NA,NA,NA,NA,NA,NA,56619,NA,NA,2,NA
NELLIS AFB (NV),T-38,2014,65964,NA,NA,NA,NA,NA,NA,NA,NA,NA,65964,NA,NA,2,NA
NELLIS AFB (NV),T-6,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
NELLIS AFB (NV),TC-135,2003,45357,NA,NA,NA,NA,NA,NA,NA,NA,NA,45357,NA,NA,NA,NA
NELLIS AFB (NV),TC-135,2010,9632,NA,NA,NA,NA,NA,NA,NA,NA,NA,9632,NA,NA,NA,NA
NELLIS AFB (NV),TE-8,2006,19912,9112,1276,NA,NA,NA,NA,NA,NA,NA,30300,NA,NA,NA,NA
NELLIS AFB (NV),TE-8,2007,44364,17182,2585,NA,NA,NA,NA,NA,NA,NA,64131,NA,NA,1,NA
NELLIS AFB (NV),TE-8,2008,84456,30321,5714,NA,NA,NA,NA,NA,NA,NA,120491,NA,NA,1,NA
NELLIS AFB (NV),TE-8,2009,13411,12283,1578,NA,NA,NA,NA,NA,NA,NA,27272,NA,NA,NA,NA
NELLIS AFB (NV),TE-8,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
NELLIS AFB (NV),TE-8,2011,2382,NA,NA,NA,NA,NA,NA,NA,NA,NA,2382,NA,NA,NA,NA
NELLIS AFB (NV),TU-2,2005,11054,NA,NA,NA,NA,NA,NA,NA,NA,NA,11054,NA,NA,NA,NA
NELLIS AFB (NV),TU-2,2006,47826,NA,NA,NA,NA,NA,NA,NA,NA,NA,47826,NA,NA,NA,NA
NELLIS AFB (NV),TU-2,2007,53559,NA,NA,NA,NA,NA,NA,NA,NA,NA,53559,NA,NA,NA,NA
NELLIS AFB (NV),TU-2,2008,40051,NA,NA,NA,NA,NA,NA,NA,NA,NA,40051,NA,NA,NA,NA
NELLIS AFB (NV),TU-2,2009,40379,NA,NA,NA,NA,NA,NA,NA,NA,NA,40379,NA,NA,NA,NA
NELLIS AFB (NV),TU-2,2010,41703,NA,NA,NA,NA,NA,NA,NA,NA,NA,41703,NA,NA,NA,NA
NELLIS AFB (NV),TU-2,2011,30374,NA,NA,NA,NA,NA,NA,NA,NA,NA,30374,NA,NA,NA,NA
NELLIS AFB (NV),TU-2,2012,30814,NA,NA,NA,NA,NA,NA,NA,NA,NA,30814,NA,NA,NA,NA
NELLIS AFB (NV),TU-2,2013,30425,NA,NA,NA,NA,NA,NA,NA,NA,NA,30425,NA,NA,1,NA
NELLIS AFB (NV),TU-2,2014,13132,NA,NA,NA,NA,NA,NA,NA,NA,NA,13132,NA,NA,NA,NA
NELLIS AFB (NV),U-2,2005,63723,NA,NA,NA,NA,NA,NA,NA,NA,NA,63723,NA,NA,1,NA
NELLIS AFB (NV),U-2,2006,236613,NA,NA,NA,NA,NA,NA,NA,NA,NA,236613,NA,NA,2,NA
NELLIS AFB (NV),U-2,2007,243692,NA,NA,NA,NA,NA,NA,NA,NA,NA,243692,NA,NA,2,NA
NELLIS AFB (NV),U-2,2008,240304,NA,NA,NA,NA,NA,NA,NA,NA,NA,240304,NA,NA,2,NA
NELLIS AFB (NV),U-2,2009,227130,NA,NA,NA,NA,NA,NA,NA,NA,NA,227130,NA,NA,1,NA
NELLIS AFB (NV),U-2,2010,187661,NA,NA,NA,NA,NA,NA,NA,NA,NA,187661,NA,NA,1,NA
NELLIS AFB (NV),U-2,2011,180348,NA,NA,NA,NA,NA,NA,NA,NA,NA,180348,NA,NA,1,NA
NELLIS AFB (NV),U-2,2012,159205,NA,NA,NA,NA,NA,NA,NA,NA,NA,159205,NA,NA,1,NA
NELLIS AFB (NV),U-2,2013,159285,NA,NA,NA,NA,NA,NA,NA,NA,NA,159285,NA,NA,3,NA
NELLIS AFB (NV),U-2,2014,71407,NA,NA,NA,NA,NA,NA,NA,NA,NA,71407,NA,NA,1,NA
NELLIS AFB (NV),UH-1,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
NELLIS AFB (NV),UH-1,2005,112918,NA,NA,NA,NA,NA,NA,NA,NA,NA,112918,NA,NA,1,NA
NELLIS AFB (NV),UH-1,2007,147635,554,55940,NA,NA,NA,NA,NA,NA,NA,204129,NA,NA,3,NA
NELLIS AFB (NV),UH-1,2008,170570,1746,144741,NA,NA,NA,NA,NA,NA,NA,317057,NA,NA,4,NA
NELLIS AFB (NV),UH-1,2009,982031,2423,320981,NA,NA,NA,NA,NA,NA,NA,1305435,NA,NA,14,NA
NELLIS AFB (NV),UH-1,2010,1081908,NA,235600,NA,NA,NA,NA,NA,NA,NA,1317508,NA,NA,13,NA
NELLIS AFB (NV),UH-1,2011,938620,NA,126679,NA,NA,NA,NA,NA,NA,NA,1065299,NA,NA,11,NA
NELLIS AFB (NV),UH-1,2012,705638,NA,63984,NA,NA,NA,NA,NA,NA,NA,769622,NA,NA,7,NA
NELLIS AFB (NV),WC-130,2012,NA,NA,295,NA,NA,NA,NA,NA,NA,NA,295,NA,NA,NA,NA
NELLIS AFB (NV),WC-135,2003,34018,NA,NA,NA,NA,NA,NA,NA,NA,NA,34018,NA,NA,NA,NA
NELLIS AFB (NV),WC-135,2010,4013,NA,NA,NA,NA,NA,NA,NA,NA,NA,4013,NA,NA,NA,NA
NELLIS AFB (NV),MQ-1/9 GROUND CNTL,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA
NELLIS AFB (NV),MQ-1/9 GROUND CNTL,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA
NELLIS AFB (NV),MQ-1/9 GROUND CNTL,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2,NA,NA
NELLIS AFB (NV),MQ-1/9 GROUND CNTL,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,13,NA,NA
NELLIS AFB (NV),MQ-1/9 GROUND CNTL,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,18,NA,NA
NELLIS AFB (NV),MQ-1/9 GROUND CNTL,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3,NA,NA
NELLIS AFB (NV),AGM-86,2013,NA,NA,117648,NA,NA,NA,NA,NA,NA,NA,117648,NA,NA,1,NA
NELLIS AFB (NV),AGM-86,2014,NA,NA,133479,NA,NA,NA,NA,NA,NA,NA,133479,NA,NA,1,NA
NELLIS AFB (NV),LGM-30,2013,166750,NA,NA,NA,NA,NA,NA,NA,NA,NA,166750,NA,NA,2,NA
NELLIS AFB (NV),LGM-30,2014,169078,NA,NA,NA,NA,NA,NA,NA,NA,NA,169078,NA,NA,2,NA
NELLIS AFB (NV),WRM AMMO,1996,NA,6415581,13912070,31599,6184,NA,NA,NA,NA,NA,20374970,NA,NA,358,NA
NELLIS AFB (NV),WRM AMMO,1997,NA,6393874,12307969,NA,1229,NA,NA,NA,NA,NA,18738681,NA,NA,331,NA
NELLIS AFB (NV),WRM AMMO,1998,NA,6089769,13226448,295820,59573,NA,NA,NA,NA,NA,19902356,NA,NA,352,NA
NELLIS AFB (NV),WRM AMMO,1999,NA,6270511,12894428,257399,58228,17290,NA,NA,NA,NA,19901396,NA,NA,354,NA
NELLIS AFB (NV),WRM AMMO,2000,NA,6286985,14250004,315324,7868,10419,NA,NA,NA,NA,21211043,NA,NA,372,NA
NELLIS AFB (NV),WRM AMMO,2001,NA,5950110,14411463,229923,1930,NA,NA,NA,NA,NA,20959421,NA,NA,363,NA
NELLIS AFB (NV),WRM AMMO,2002,NA,6469805,15459694,167113,10859,NA,NA,NA,NA,NA,22650676,NA,NA,373,NA
NELLIS AFB (NV),WRM AMMO,2003,NA,7739690,17206099,167304,9452,6119,NA,NA,NA,NA,25424636,NA,NA,410,NA
NELLIS AFB (NV),WRM AMMO,2004,NA,7653039,17213634,120768,16125,5459,NA,NA,NA,NA,25582909,NA,NA,398,NA
NELLIS AFB (NV),WRM AMMO,2005,NA,7230601,16286849,182096,8798,2220,NA,NA,NA,NA,24062399,NA,NA,373,NA
NELLIS AFB (NV),WRM AMMO,2006,NA,6753551,14922501,89878,1577,NA,NA,NA,NA,NA,22059323,NA,NA,340,NA
NELLIS AFB (NV),WRM AMMO,2007,NA,6243015,15081594,97652,808,NA,NA,NA,NA,NA,21590077,NA,NA,329,NA
NELLIS AFB (NV),WRM AMMO,2008,NA,3638233,15244253,38858,307,NA,NA,NA,NA,NA,19031741,NA,NA,300,NA
NELLIS AFB (NV),WRM AMMO,2009,NA,NA,13865359,NA,3649,NA,NA,NA,NA,NA,13869008,NA,NA,209,NA
NELLIS AFB (NV),WRM AMMO,2010,NA,NA,4974606,NA,3630,NA,NA,NA,NA,NA,4978236,NA,NA,88,NA
NELLIS AFB (NV),WRM AMMO,2011,NA,NA,5120955,NA,2122,NA,NA,NA,NA,NA,5123077,NA,NA,88,NA
NELLIS AFB (NV),WRM AMMO,2012,NA,NA,5227701,NA,3135,NA,NA,NA,NA,NA,5230836,NA,NA,83,NA
NELLIS AFB (NV),WRM AMMO,2013,NA,NA,4203672,-20,NA,NA,NA,NA,NA,NA,4203652,NA,NA,60,NA
NELLIS AFB (NV),WRM AMMO,2014,NA,NA,4662516,NA,NA,NA,NA,NA,NA,NA,4662516,NA,NA,70,NA
NELLIS AFB (NV),AFDCGS,2001,NA,NA,NA,102,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA
NELLIS AFB (NV),AFDCGS,2004,NA,NA,40869,NA,NA,NA,NA,NA,NA,NA,40869,NA,NA,NA,NA
NELLIS AFB (NV),AFDCGS,2005,NA,NA,82436,NA,NA,NA,NA,NA,NA,NA,82436,NA,NA,1,NA
NELLIS AFB (NV),AFDCGS,2006,NA,NA,33889,NA,NA,NA,NA,NA,NA,NA,33889,NA,NA,NA,NA
NELLIS AFB (NV),AFDCGS,2007,NA,NA,113711,NA,NA,NA,NA,NA,NA,NA,113711,NA,NA,1,NA
NELLIS AFB (NV),AFDCGS,2008,NA,NA,84257,NA,NA,NA,NA,NA,NA,NA,84257,NA,NA,1,NA
NELLIS AFB (NV),AFDCGS,2009,NA,NA,NA,15673,NA,NA,NA,NA,NA,NA,17190,NA,NA,NA,NA
NELLIS AFB (NV),AFDCGS,2012,NA,NA,118385,NA,NA,NA,NA,NA,NA,NA,198183,NA,NA,1,NA
NELLIS AFB (NV),AFDCGS,2013,NA,NA,254591,359029,NA,NA,NA,NA,NA,NA,651068,NA,NA,5,NA
NELLIS AFB (NV),AFDCGS,2014,NA,NA,1147151,238420,NA,NA,NA,NA,NA,NA,1563796,NA,NA,18,NA
NELLIS AFB (NV),AIRCOM,1996,NA,NA,520760,NA,NA,NA,NA,NA,NA,NA,520760,NA,NA,8,NA
NELLIS AFB (NV),AIRCOM,1997,NA,NA,453797,NA,NA,NA,NA,NA,NA,NA,453797,NA,NA,6,NA
NELLIS AFB (NV),AIRCOM,1998,NA,NA,204311,NA,NA,NA,NA,NA,NA,NA,204311,NA,NA,3,NA
NELLIS AFB (NV),ATCALS,1996,6151705,NA,4763374,12069,172789,676234,NA,NA,NA,NA,12519426,NA,NA,155,NA
NELLIS AFB (NV),ATCALS,1997,6026765,NA,4343761,29202,55221,647970,NA,NA,NA,NA,11767413,NA,NA,146,NA
NELLIS AFB (NV),ATCALS,1998,6365661,NA,3752171,27599,118931,745173,NA,NA,NA,NA,11708702,NA,NA,148,NA
NELLIS AFB (NV),ATCALS,1999,6349736,NA,3651067,29938,91796,487163,NA,NA,NA,NA,11343365,NA,NA,157,NA
NELLIS AFB (NV),ATCALS,2000,6912378,NA,3448634,80456,132182,430415,NA,NA,NA,NA,11682889,NA,NA,167,NA
NELLIS AFB (NV),ATCALS,2001,6917351,NA,2975752,190070,24864,948156,NA,NA,NA,NA,11742306,NA,NA,163,NA
NELLIS AFB (NV),ATCALS,2002,7393989,99123,3618902,170623,67393,525087,NA,NA,NA,NA,12336019,NA,NA,176,NA
NELLIS AFB (NV),ATCALS,2003,8699581,56875,4062227,116824,113328,637534,NA,NA,NA,NA,14020174,NA,NA,186,NA
NELLIS AFB (NV),ATCALS,2004,8995923,36943,4096836,68914,-40601,931533,NA,NA,NA,NA,14441544,NA,NA,186,NA
NELLIS AFB (NV),ATCALS,2005,8491559,140401,4705428,117524,79730,777409,NA,NA,NA,NA,14618886,NA,NA,187,NA
NELLIS AFB (NV),ATCALS,2006,7270865,81511,4431266,38383,99379,595500,NA,NA,NA,NA,12791549,NA,NA,157,NA
NELLIS AFB (NV),ATCALS,2007,6014205,56108,5137887,97527,165227,283609,NA,NA,NA,NA,11914696,NA,NA,139,NA
NELLIS AFB (NV),ATCALS,2008,6592035,324128,5671955,166594,58315,173167,NA,NA,NA,NA,13058770,NA,NA,158,NA
NELLIS AFB (NV),ATCALS,2009,6477630,79448,6160656,53273,47517,121097,NA,NA,NA,NA,12994926,NA,NA,152,NA
NELLIS AFB (NV),ATCALS,2010,7310975,NA,6839073,49529,44137,200666,NA,NA,NA,NA,14505399,NA,NA,170,NA
NELLIS AFB (NV),ATCALS,2011,7818960,130579,7037667,50237,36691,192660,NA,NA,NA,NA,15339534,NA,NA,175,NA
NELLIS AFB (NV),ATCALS,2012,8196889,161258,7337906,24364,88695,116105,NA,NA,NA,NA,15969403,NA,NA,182,NA
NELLIS AFB (NV),ATCALS,2013,9146132,178440,5726694,13255,100192,389883,NA,NA,NA,NA,15570432,NA,NA,199,NA
NELLIS AFB (NV),ATCALS,2014,9466669,106146,5489510,47303,42162,521828,NA,NA,NA,NA,15705289,NA,NA,205,NA
NELLIS AFB (NV),CBRNE DEFENSE,1996,65846,NA,210461,NA,39004,NA,NA,NA,NA,NA,321330,NA,NA,7,NA
NELLIS AFB (NV),CBRNE DEFENSE,1997,NA,NA,276578,16584,11989,20170,NA,NA,NA,NA,349115,NA,NA,7,NA
NELLIS AFB (NV),CBRNE DEFENSE,1998,NA,NA,84697,105,34824,NA,NA,NA,NA,NA,119626,NA,NA,4,NA
NELLIS AFB (NV),CBRNE DEFENSE,1999,55633,NA,127016,NA,127805,NA,NA,NA,NA,NA,310454,NA,NA,5,NA
NELLIS AFB (NV),CBRNE DEFENSE,2000,57137,NA,88402,NA,96324,1697,NA,NA,NA,NA,243560,NA,NA,4,NA
NELLIS AFB (NV),CBRNE DEFENSE,2001,65122,NA,153773,105946,94110,NA,NA,NA,NA,NA,418951,NA,NA,6,NA
NELLIS AFB (NV),CBRNE DEFENSE,2002,68602,NA,204426,181773,553708,10904,NA,NA,NA,NA,1021990,NA,NA,7,NA
NELLIS AFB (NV),CBRNE DEFENSE,2003,56228,NA,152513,226928,3151697,318592,NA,NA,NA,NA,3907652,NA,NA,5,NA
NELLIS AFB (NV),CBRNE DEFENSE,2004,60991,NA,98851,117858,1036736,533374,NA,NA,NA,NA,1984843,NA,NA,4,NA
NELLIS AFB (NV),CBRNE DEFENSE,2005,67324,NA,84139,507590,720778,NA,NA,NA,NA,NA,1596771,NA,NA,4,NA
NELLIS AFB (NV),CBRNE DEFENSE,2006,161364,NA,69343,173792,469495,8459,NA,NA,NA,NA,1019676,NA,NA,5,NA
NELLIS AFB (NV),CBRNE DEFENSE,2007,189695,NA,149715,28,480664,NA,NA,NA,NA,NA,839994,NA,NA,47,NA
NELLIS AFB (NV),CBRNE DEFENSE,2008,180313,NA,76353,2178,343534,NA,NA,NA,NA,NA,602378,NA,NA,9,NA
NELLIS AFB (NV),CBRNE DEFENSE,2009,82926,NA,270482,NA,326562,NA,NA,NA,NA,NA,679970,NA,NA,7,NA
NELLIS AFB (NV),CBRNE DEFENSE,2010,13270,NA,295388,NA,104025,NA,NA,NA,NA,NA,412683,NA,NA,6,NA
NELLIS AFB (NV),CBRNE DEFENSE,2011,50103,NA,280501,NA,NA,NA,NA,NA,NA,NA,332792,NA,NA,6,NA
NELLIS AFB (NV),CBRNE DEFENSE,2012,61544,NA,230116,NA,14441,NA,NA,NA,NA,NA,306101,NA,NA,6,NA
NELLIS AFB (NV),CBRNE DEFENSE,2013,79341,NA,194542,NA,NA,NA,NA,NA,NA,NA,274928,NA,NA,5,NA
NELLIS AFB (NV),CBRNE DEFENSE,2014,59965,NA,225374,NA,NA,NA,NA,NA,NA,NA,285339,NA,NA,4,NA
NELLIS AFB (NV),COBRA JUDY,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6440,NA,NA,NA,NA
NELLIS AFB (NV),COMMAND CENTER,1996,188589,NA,NA,1747,27835,1266,NA,NA,NA,NA,237078,NA,NA,4,NA
NELLIS AFB (NV),COMMAND CENTER,1997,46837,NA,NA,4454,28262,NA,NA,NA,NA,NA,90096,NA,NA,2,NA
NELLIS AFB (NV),COMMAND CENTER,1998,NA,NA,39751,18649,21605,NA,NA,NA,NA,NA,81437,NA,NA,1,NA
NELLIS AFB (NV),COMMAND CENTER,1999,NA,NA,32943,8777,3692,NA,NA,NA,NA,NA,49633,NA,NA,3,NA
NELLIS AFB (NV),COMMAND CENTER,2000,19284,NA,120786,46371,10359,NA,NA,NA,NA,NA,282774,NA,NA,5,NA
NELLIS AFB (NV),COMMAND CENTER,2001,76283,NA,171296,158353,249861,NA,NA,NA,NA,NA,6168442,NA,NA,5,NA
NELLIS AFB (NV),COMMAND CENTER,2002,87991,NA,259516,48034,13556,NA,NA,NA,NA,NA,7768933,NA,NA,6,NA
NELLIS AFB (NV),COMMAND CENTER,2003,347287,NA,240548,1198704,NA,NA,NA,NA,NA,NA,1918250,NA,NA,12,NA
NELLIS AFB (NV),COMMAND CENTER,2004,502667,NA,306116,354730,NA,NA,NA,NA,NA,NA,8190720,NA,NA,16,NA
NELLIS AFB (NV),COMMAND CENTER,2005,333107,NA,388981,396526,NA,NA,NA,NA,NA,NA,2177350,NA,NA,18,NA
NELLIS AFB (NV),COMMAND CENTER,2006,306679,NA,414923,371109,NA,NA,NA,NA,NA,NA,9619061,NA,NA,24,NA
NELLIS AFB (NV),COMMAND CENTER,2007,74523,NA,297034,78929,2893,NA,NA,NA,NA,NA,1633042,NA,NA,20,NA
NELLIS AFB (NV),COMMAND CENTER,2008,186074,NA,468900,68293,NA,NA,NA,NA,NA,NA,4151030,NA,NA,19,NA
NELLIS AFB (NV),COMMAND CENTER,2009,412592,NA,475084,174702,2072,NA,NA,NA,NA,NA,3085351,NA,NA,19,NA
NELLIS AFB (NV),COMMAND CENTER,2010,376589,NA,482587,217125,NA,NA,NA,NA,NA,NA,1687173,NA,NA,21,NA
NELLIS AFB (NV),COMMAND CENTER,2011,1219451,NA,615400,65193,NA,NA,NA,NA,NA,NA,2208718,NA,NA,25,NA
NELLIS AFB (NV),COMMAND CENTER,2012,1551274,NA,702069,166654,NA,NA,NA,NA,NA,NA,2734724,NA,NA,40,NA
NELLIS AFB (NV),COMMAND CENTER,2013,1282140,27566,688151,45232,NA,NA,NA,NA,NA,NA,2313481,NA,NA,69,NA
NELLIS AFB (NV),COMMAND CENTER,2014,1309324,95100,535574,142405,NA,NA,NA,NA,NA,NA,2965258,NA,NA,66,NA
NELLIS AFB (NV),COUNTER-WMD PROG,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26255,NA,NA,NA,NA
NELLIS AFB (NV),CTR DRUG OPS,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171692,NA,NA,NA,NA
NELLIS AFB (NV),CTR DRUG OPS,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101056,NA,NA,NA,NA
NELLIS AFB (NV),CTR DRUG OPS,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203072,NA,NA,NA,NA
NELLIS AFB (NV),CTR DRUG OPS,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46949,NA,NA,NA,NA
NELLIS AFB (NV),CYBER NETWORK,1999,NA,NA,46851,NA,NA,NA,NA,NA,NA,NA,46851,NA,NA,1,NA
NELLIS AFB (NV),CYBER NETWORK,2000,NA,NA,117945,NA,NA,NA,NA,NA,NA,NA,117945,NA,NA,2,NA
NELLIS AFB (NV),CYBER NETWORK,2001,NA,NA,195367,NA,NA,NA,NA,NA,NA,NA,195367,NA,NA,3,NA
NELLIS AFB (NV),CYBER NETWORK,2002,NA,NA,262450,NA,NA,NA,NA,NA,NA,NA,262450,NA,NA,4,NA
NELLIS AFB (NV),CYBER NETWORK,2003,NA,NA,390511,NA,NA,NA,NA,NA,NA,NA,390511,NA,NA,6,NA
NELLIS AFB (NV),CYBER NETWORK,2004,NA,NA,317953,NA,NA,NA,NA,NA,NA,NA,317953,NA,NA,5,NA
NELLIS AFB (NV),CYBER NETWORK,2005,NA,NA,221031,NA,NA,NA,NA,NA,NA,NA,221031,NA,NA,3,NA
NELLIS AFB (NV),CYBER NETWORK,2006,NA,NA,57516,NA,NA,NA,NA,NA,NA,NA,57516,NA,NA,1,NA
NELLIS AFB (NV),CYBER NETWORK,2007,NA,NA,59053,NA,NA,NA,NA,NA,NA,NA,59053,NA,NA,1,NA
NELLIS AFB (NV),CYBER NETWORK,2009,NA,NA,19794,NA,NA,NA,NA,NA,NA,NA,19794,NA,NA,NA,NA
NELLIS AFB (NV),CYBER NETWORK,2010,NA,NA,13270,NA,NA,NA,NA,NA,NA,NA,13270,NA,NA,NA,NA
NELLIS AFB (NV),CYBER NETWORK,2011,NA,NA,52945,NA,NA,NA,NA,NA,NA,NA,52945,NA,NA,1,NA
NELLIS AFB (NV),DATA ANALYSIS,1996,NA,NA,48481,NA,NA,NA,NA,NA,NA,NA,48481,NA,NA,NA,NA
NELLIS AFB (NV),DEPLOYABLE C3,1996,778610,NA,122152,NA,NA,NA,NA,NA,NA,NA,900762,NA,NA,15,NA
NELLIS AFB (NV),DEPLOYABLE C3,1997,821332,NA,77162,NA,NA,NA,NA,NA,NA,NA,898494,NA,NA,14,NA
NELLIS AFB (NV),DEPLOYABLE C3,1998,432981,NA,19238,NA,NA,NA,NA,NA,NA,NA,524846,NA,NA,8,NA
NELLIS AFB (NV),DEPLOYABLE C3,1999,228773,NA,NA,NA,NA,NA,NA,NA,NA,NA,228773,NA,NA,4,NA
NELLIS AFB (NV),DEPLOYABLE C3,2000,237818,213540,1008364,NA,NA,NA,NA,NA,NA,NA,1459722,NA,NA,26,NA
NELLIS AFB (NV),DEPLOYABLE C3,2001,357666,519504,2101775,NA,NA,NA,NA,NA,NA,NA,2978945,NA,NA,51,NA
NELLIS AFB (NV),DEPLOYABLE C3,2002,564314,680639,2156755,NA,NA,NA,NA,NA,NA,NA,3401708,NA,NA,54,NA
NELLIS AFB (NV),DEPLOYABLE C3,2003,465348,644089,2194705,NA,NA,NA,NA,NA,NA,NA,3304142,NA,NA,50,NA
NELLIS AFB (NV),DEPLOYABLE C3,2004,177520,505316,2737475,NA,NA,NA,NA,NA,NA,NA,3420311,NA,NA,51,NA
NELLIS AFB (NV),DEPLOYABLE C3,2005,462690,738499,2509289,NA,NA,NA,NA,NA,NA,NA,3710478,NA,NA,54,NA
NELLIS AFB (NV),DEPLOYABLE C3,2006,2153009,939729,5079428,6623,NA,NA,NA,NA,NA,NA,8178789,NA,NA,112,NA
NELLIS AFB (NV),DEPLOYABLE C3,2007,1254863,951981,4759906,1996,NA,NA,NA,NA,NA,NA,6968746,NA,NA,97,NA
NELLIS AFB (NV),DEPLOYABLE C3,2008,720724,876656,1806804,1922,NA,NA,NA,NA,NA,NA,3406106,NA,NA,63,NA
NELLIS AFB (NV),DEPLOYABLE C3,2009,427853,716450,1907477,25772,NA,NA,NA,NA,NA,NA,3077552,NA,NA,45,NA
NELLIS AFB (NV),DEPLOYABLE C3,2010,345296,899507,2927995,9989,NA,NA,NA,NA,NA,NA,4182787,NA,NA,59,NA
NELLIS AFB (NV),DEPLOYABLE C3,2011,387914,NA,4413940,12494,NA,NA,NA,NA,NA,NA,4814348,NA,NA,67,NA
NELLIS AFB (NV),DEPLOYABLE C3,2012,517448,NA,3776972,2060,NA,NA,NA,NA,NA,NA,4296480,NA,NA,62,NA
NELLIS AFB (NV),DEPLOYABLE C3,2013,405145,NA,1399222,NA,NA,NA,NA,NA,NA,NA,1808388,NA,NA,54,NA
NELLIS AFB (NV),DEPLOYABLE C3,2014,432888,NA,380679,NA,NA,NA,NA,NA,NA,NA,813567,NA,NA,52,NA
NELLIS AFB (NV),EW EQPT,2005,NA,NA,NA,12822,200,NA,NA,NA,NA,NA,126777,NA,NA,NA,NA
NELLIS AFB (NV),EW EQPT,2006,NA,NA,NA,34234,3,NA,NA,NA,NA,NA,95795,NA,NA,NA,NA
NELLIS AFB (NV),EW EQPT,2007,NA,NA,NA,11419,NA,NA,NA,NA,NA,NA,74443,NA,NA,NA,NA
