Base,MD,FY,Manpower_Ops,Manpower_Mx,Manpower_Support_Staff,Operating_Material,Mx_Consumables,Mx_DLR,Mx_Depot_AC,Mx_Depot_Missile,Mx_Depot_Engine,CLS,Total_O.S,Avg_Inv,TAI,End_Strength,FH
ANDREWS AFB (MD),LONG- HAUL COMM,2014,NA,NA,3073124,NA,NA,NA,NA,NA,NA,NA,3134720,NA,NA,38,NA
ANDREWS AFB (MD),MGMT SW,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9,NA
ANDREWS AFB (MD),MGMT SW,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,13,NA
ANDREWS AFB (MD),MGMT SW,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,12,NA
ANDREWS AFB (MD),MGMT SW,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,12,NA
ANDREWS AFB (MD),MOBILITY CMD CTR,1996,NA,NA,131692,NA,NA,NA,NA,NA,NA,NA,131692,NA,NA,2,NA
ANDREWS AFB (MD),MOBILITY CMD CTR,1997,NA,NA,178557,NA,NA,NA,NA,NA,NA,NA,178557,NA,NA,3,NA
ANDREWS AFB (MD),MOBILITY CMD CTR,1998,NA,NA,126452,NA,NA,NA,NA,NA,NA,NA,126452,NA,NA,2,NA
ANDREWS AFB (MD),MOBILITY CMD CTR,1999,NA,NA,242389,NA,NA,NA,NA,NA,NA,NA,242389,NA,NA,3,NA
ANDREWS AFB (MD),MOBILITY CMD CTR,2000,NA,NA,439479,NA,NA,NA,NA,NA,NA,NA,439479,NA,NA,6,NA
ANDREWS AFB (MD),MOBILITY CMD CTR,2001,NA,NA,542953,NA,NA,NA,NA,NA,NA,NA,542953,NA,NA,8,NA
ANDREWS AFB (MD),MOBILITY CMD CTR,2002,NA,NA,229432,NA,NA,NA,NA,NA,NA,NA,229432,NA,NA,3,NA
ANDREWS AFB (MD),MOBILITY CMD CTR,2003,NA,NA,117417,NA,NA,NA,NA,NA,NA,NA,117417,NA,NA,2,NA
ANDREWS AFB (MD),MOBILITY CMD CTR,2005,NA,NA,40098,NA,NA,NA,NA,NA,NA,NA,40098,NA,NA,1,NA
ANDREWS AFB (MD),NAOC,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88344,NA,NA,NA,NA
ANDREWS AFB (MD),NAOC,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2361077,NA,NA,NA,NA
ANDREWS AFB (MD),NMCC,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
ANDREWS AFB (MD),NMCC,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,NA
ANDREWS AFB (MD),NMCC,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,6,NA
ANDREWS AFB (MD),NMCC,2009,NA,NA,26954,NA,NA,NA,NA,NA,NA,NA,26954,NA,NA,7,NA
ANDREWS AFB (MD),NMCC,2010,NA,NA,2568339,451411,NA,NA,NA,NA,NA,NA,16220407,NA,NA,25,NA
ANDREWS AFB (MD),NMCC,2011,NA,NA,3684012,NA,NA,NA,NA,NA,NA,NA,3684012,NA,NA,37,NA
ANDREWS AFB (MD),NMCC,2012,NA,NA,3905385,NA,NA,NA,NA,NA,NA,NA,3905385,NA,NA,37,NA
ANDREWS AFB (MD),NMCC,2013,NA,NA,3806209,NA,NA,NA,NA,NA,NA,NA,3806209,NA,NA,38,NA
ANDREWS AFB (MD),NMCC,2014,NA,NA,4227755,NA,NA,NA,NA,NA,NA,NA,4227755,NA,NA,42,NA
ANDREWS AFB (MD),NON DOD,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA
ANDREWS AFB (MD),OPDEC,2005,74777,NA,NA,NA,NA,NA,NA,NA,NA,NA,74777,NA,NA,1,NA
ANDREWS AFB (MD),OPDEC,2006,75398,NA,NA,NA,NA,NA,NA,NA,NA,NA,75398,NA,NA,2,NA
ANDREWS AFB (MD),OPDEC,2008,25612,NA,NA,NA,NA,NA,NA,NA,NA,NA,25612,NA,NA,NA,NA
ANDREWS AFB (MD),OPDEC,2009,80862,NA,NA,NA,NA,NA,NA,NA,NA,NA,80862,NA,NA,1,NA
ANDREWS AFB (MD),OPDEC,2010,81781,NA,NA,NA,NA,NA,NA,NA,NA,NA,81781,NA,NA,1,NA
ANDREWS AFB (MD),OPDEC,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA
ANDREWS AFB (MD),OPDEC,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA
ANDREWS AFB (MD),OTHER PROGRAMS,1996,NA,NA,36041635,2816,NA,NA,NA,NA,NA,NA,36134269,NA,NA,521,NA
ANDREWS AFB (MD),OTHER PROGRAMS,1997,NA,NA,36194736,NA,20704,NA,NA,NA,NA,NA,36283490,NA,NA,528,NA
ANDREWS AFB (MD),OTHER PROGRAMS,1998,NA,NA,35569299,35319,NA,NA,NA,NA,NA,NA,35665115,NA,NA,515,NA
ANDREWS AFB (MD),OTHER PROGRAMS,1999,NA,NA,33472144,82413,NA,NA,NA,NA,NA,NA,33622318,NA,NA,504,NA
ANDREWS AFB (MD),OTHER PROGRAMS,2000,NA,NA,35774528,36778,NA,NA,NA,NA,NA,NA,36183814,NA,NA,537,NA
ANDREWS AFB (MD),OTHER PROGRAMS,2001,NA,NA,35385763,40194,NA,NA,NA,NA,NA,NA,37245818,NA,NA,551,NA
ANDREWS AFB (MD),OTHER PROGRAMS,2002,NA,NA,37015399,337027,NA,NA,NA,NA,NA,NA,42978115,NA,NA,577,NA
ANDREWS AFB (MD),OTHER PROGRAMS,2003,NA,NA,38074227,213863,NA,NA,NA,NA,NA,NA,41774788,NA,NA,591,NA
ANDREWS AFB (MD),OTHER PROGRAMS,2004,NA,NA,40964050,36332,NA,NA,NA,NA,NA,NA,44440706,NA,NA,678,NA
ANDREWS AFB (MD),OTHER PROGRAMS,2005,NA,NA,41307415,22474,NA,NA,NA,NA,NA,NA,42208768,NA,NA,714,NA
ANDREWS AFB (MD),OTHER PROGRAMS,2006,NA,NA,61887820,1089193,1065232,NA,NA,NA,NA,NA,82784336,NA,NA,795,NA
ANDREWS AFB (MD),OTHER PROGRAMS,2007,NA,NA,59209592,1315498,-1,NA,NA,NA,NA,NA,78618108,NA,NA,782,NA
ANDREWS AFB (MD),OTHER PROGRAMS,2008,NA,NA,55004195,1715295,53966,NA,NA,NA,NA,NA,80701664,NA,NA,723,NA
ANDREWS AFB (MD),OTHER PROGRAMS,2009,NA,NA,65675445,1216708,64036,NA,NA,NA,NA,NA,91924006,NA,NA,739,NA
ANDREWS AFB (MD),OTHER PROGRAMS,2010,NA,NA,66655828,2305706,44857,NA,NA,NA,NA,NA,105065869,NA,NA,723,NA
ANDREWS AFB (MD),OTHER PROGRAMS,2011,NA,NA,71363221,1343569,NA,NA,NA,NA,NA,NA,98924503,NA,NA,763,NA
ANDREWS AFB (MD),OTHER PROGRAMS,2012,NA,NA,76170234,793718,NA,NA,NA,NA,NA,NA,97111899,NA,NA,808,NA
ANDREWS AFB (MD),OTHER PROGRAMS,2013,NA,NA,81043145,561092,NA,NA,NA,NA,NA,NA,105630794,NA,NA,854,NA
ANDREWS AFB (MD),OTHER PROGRAMS,2014,NA,NA,82324921,1151975,NA,NA,NA,NA,NA,NA,103994139,NA,NA,865,NA
ANDREWS AFB (MD),RESERVE SPT,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA
ANDREWS AFB (MD),RESERVE SPT,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
ANDREWS AFB (MD),RESERVE SPT,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
ANDREWS AFB (MD),RESERVE SPT,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA
ANDREWS AFB (MD),RESERVE SPT,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA
ANDREWS AFB (MD),RESERVE SPT,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA
ANDREWS AFB (MD),RESERVE SPT,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
ANDREWS AFB (MD),STRAT C4I,2008,NA,NA,87919,NA,NA,NA,NA,NA,NA,NA,87919,NA,NA,1,NA
ANDREWS AFB (MD),STRAT C4I,2009,70130,NA,689607,NA,NA,NA,NA,NA,NA,NA,759737,NA,NA,6,NA
ANDREWS AFB (MD),STUDIES & ANALYSIS,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,NA
ANDREWS AFB (MD),SVC WIDE SPT,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,5,NA
ANDREWS AFB (MD),SVC WIDE SPT,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,5,NA
ANDREWS AFB (MD),SVC WIDE SPT,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,3,NA
ANDREWS AFB (MD),SVC WIDE SPT,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA
ANDREWS AFB (MD),SVC WIDE SPT,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,NA
ANDREWS AFB (MD),SVC WIDE SPT,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA
ANDREWS AFB (MD),SVC WIDE SPT,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
ANDREWS AFB (MD),SVC WIDE SPT,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
ANDREWS AFB (MD),SVC WIDE SPT,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA
ANDREWS AFB (MD),SVC WIDE SPT,2010,NA,NA,19036,NA,NA,NA,NA,NA,NA,NA,19036,NA,NA,3,NA
ANDREWS AFB (MD),SVC WIDE SPT,2011,NA,NA,118239,NA,NA,NA,NA,NA,NA,NA,118239,NA,NA,35,NA
ANDREWS AFB (MD),SVC WIDE SPT,2012,8774,8774,166697,NA,NA,NA,NA,NA,NA,NA,184245,NA,NA,42,NA
ANDREWS AFB (MD),SVC WIDE SPT,2013,19657,19657,172000,NA,NA,NA,NA,NA,NA,NA,211314,NA,NA,43,NA
ANDREWS AFB (MD),SVC WIDE SPT,2014,18730,18730,182618,NA,NA,NA,NA,NA,NA,NA,220078,NA,NA,33,NA
ANDREWS AFB (MD),TACTICAL CMD COMM,1996,NA,NA,131692,NA,NA,NA,NA,NA,NA,NA,131692,NA,NA,2,NA
ANDREWS AFB (MD),TACTICAL CMD COMM,1997,NA,NA,181361,NA,NA,NA,NA,NA,NA,NA,181361,NA,NA,3,NA
ANDREWS AFB (MD),TACTICAL CMD COMM,1998,NA,NA,131852,NA,NA,NA,NA,NA,NA,NA,131852,NA,NA,2,NA
ANDREWS AFB (MD),TACTICAL CMD COMM,1999,NA,NA,65885,NA,NA,NA,NA,NA,NA,NA,65885,NA,NA,1,NA
ANDREWS AFB (MD),TACTICAL CMD COMM,2000,NA,NA,82217,NA,NA,NA,NA,NA,NA,NA,82217,NA,NA,1,NA
ANDREWS AFB (MD),TACTICAL CMD COMM,2001,NA,NA,16281,NA,NA,NA,NA,NA,NA,NA,16281,NA,NA,NA,NA
ANDREWS AFB (MD),TACTICAL CMD COMM,2002,NA,NA,34301,NA,NA,NA,NA,NA,NA,NA,34301,NA,NA,1,NA
ANDREWS AFB (MD),TACTICAL CMD COMM,2003,NA,NA,90145,NA,NA,NA,NA,NA,NA,NA,90145,NA,NA,1,NA
ANDREWS AFB (MD),TACTICAL CMD COMM,2004,NA,NA,147772,NA,NA,NA,NA,NA,NA,NA,147772,NA,NA,2,NA
ANDREWS AFB (MD),TACTICAL CMD COMM,2005,NA,NA,138868,NA,NA,NA,NA,NA,NA,NA,138868,NA,NA,2,NA
ANDREWS AFB (MD),TACTICAL CMD COMM,2006,NA,NA,193301,NA,NA,NA,NA,NA,NA,NA,193301,NA,NA,3,NA
ANDREWS AFB (MD),TACTICAL CMD COMM,2007,NA,NA,139460,NA,NA,NA,NA,NA,NA,NA,139460,NA,NA,2,NA
ANDREWS AFB (MD),TACTICAL CMD COMM,2008,NA,NA,311915,NA,NA,NA,NA,NA,NA,NA,311915,NA,NA,5,NA
ANDREWS AFB (MD),TACTICAL CMD COMM,2009,NA,NA,126110,NA,NA,NA,NA,NA,NA,NA,126110,NA,NA,2,NA
ANDREWS AFB (MD),TACTICAL CMD COMM,2010,NA,NA,66248,NA,NA,NA,NA,NA,NA,NA,66248,NA,NA,1,NA
ANDREWS AFB (MD),TACTICAL CMD COMM,2011,NA,NA,66562,NA,NA,NA,NA,NA,NA,NA,66562,NA,NA,1,NA
ANDREWS AFB (MD),TACTICAL CMD COMM,2012,NA,NA,67726,NA,NA,NA,NA,NA,NA,NA,67726,NA,NA,1,NA
ANDREWS AFB (MD),TACTICAL CMD COMM,2013,NA,NA,39671,NA,NA,NA,NA,NA,NA,NA,39671,NA,NA,1,NA
ANDREWS AFB (MD),TACTICAL CMD COMM,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,NA
ANDREWS AFB (MD),TACTICAL COMM,1996,NA,NA,8837540,49908,113624,913,NA,NA,NA,NA,9061618,NA,NA,140,NA
ANDREWS AFB (MD),TACTICAL COMM,1997,NA,NA,8288196,53905,213823,164461,NA,NA,NA,NA,8723149,NA,NA,129,NA
ANDREWS AFB (MD),TACTICAL COMM,1998,NA,NA,8360364,246880,87949,64272,NA,NA,NA,NA,10323938,NA,NA,131,NA
ANDREWS AFB (MD),TACTICAL COMM,1999,NA,NA,8619499,151942,106099,9386,NA,NA,NA,NA,10317916,NA,NA,145,NA
ANDREWS AFB (MD),TACTICAL COMM,2000,NA,NA,8944428,523407,59872,38266,NA,NA,NA,NA,11967114,NA,NA,159,NA
ANDREWS AFB (MD),TACTICAL COMM,2001,NA,NA,11849748,528190,15067,-134615,NA,NA,NA,NA,13593595,NA,NA,220,NA
ANDREWS AFB (MD),TACTICAL COMM,2002,NA,NA,14085158,463805,25309,30500,NA,NA,NA,NA,16675266,NA,NA,239,NA
ANDREWS AFB (MD),TACTICAL COMM,2003,NA,NA,13928656,287627,13688,24043,NA,NA,NA,NA,15745493,NA,NA,212,NA
ANDREWS AFB (MD),TACTICAL COMM,2004,NA,NA,13653798,210088,9615,-2502,NA,NA,NA,NA,15719457,NA,NA,201,NA
ANDREWS AFB (MD),TACTICAL COMM,2005,NA,NA,11529738,259620,19906,5480,NA,NA,NA,NA,13576269,NA,NA,168,NA
ANDREWS AFB (MD),TACTICAL COMM,2006,NA,NA,10605888,194686,8285,NA,NA,NA,NA,NA,12428147,NA,NA,148,NA
ANDREWS AFB (MD),TACTICAL COMM,2007,NA,NA,10430870,348636,18693,NA,NA,NA,NA,NA,12785920,NA,NA,149,NA
ANDREWS AFB (MD),TACTICAL COMM,2008,NA,NA,11520464,184009,7825,NA,NA,NA,NA,NA,13572929,NA,NA,175,NA
ANDREWS AFB (MD),TACTICAL COMM,2009,NA,NA,11254447,195421,26287,-3725,NA,NA,NA,NA,13342670,NA,NA,157,NA
ANDREWS AFB (MD),TACTICAL COMM,2010,NA,NA,11740237,263625,3383,-4082,NA,NA,NA,NA,12085322,NA,NA,162,NA
ANDREWS AFB (MD),TACTICAL COMM,2011,NA,NA,11254949,188820,3259,11719,NA,NA,NA,NA,11555969,NA,NA,149,NA
ANDREWS AFB (MD),TACTICAL COMM,2012,NA,NA,10270097,114858,16867,NA,NA,NA,NA,NA,10445906,NA,NA,130,NA
ANDREWS AFB (MD),TACTICAL COMM,2013,NA,NA,5090291,79090,8444,529,NA,NA,NA,NA,5209963,NA,NA,123,NA
ANDREWS AFB (MD),TACTICAL COMM,2014,NA,NA,976893,148411,2067,NA,NA,NA,NA,NA,1656628,NA,NA,121,NA
ANDREWS AFB (MD),TACTICAL CRYPTO,1998,NA,NA,23955,NA,NA,NA,NA,NA,NA,NA,23955,NA,NA,1,NA
ANDREWS AFB (MD),TACTICAL CRYPTO,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA
ANDREWS AFB (MD),TACTICAL CRYPTO,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5166,NA,NA,2,NA
ANDREWS AFB (MD),TACTICAL CRYPTO,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA
ANDREWS AFB (MD),TACTICAL CRYPTO,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,NA
ANDREWS AFB (MD),TACTICAL CRYPTO,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,NA
ANDREWS AFB (MD),TACTICAL CRYPTO,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6990,NA,NA,3,NA
ANDREWS AFB (MD),TACTICAL CRYPTO,2006,NA,NA,41179,NA,NA,NA,NA,NA,NA,NA,145839,NA,NA,7,NA
ANDREWS AFB (MD),TACTICAL CRYPTO,2007,NA,NA,18703,NA,NA,NA,NA,NA,NA,NA,57928,NA,NA,8,NA
ANDREWS AFB (MD),TACTICAL CRYPTO,2008,NA,NA,18563,NA,NA,NA,NA,NA,NA,NA,146565,NA,NA,7,NA
ANDREWS AFB (MD),TACTICAL CRYPTO,2009,NA,NA,628309,NA,NA,NA,NA,NA,NA,NA,717497,NA,NA,6,NA
ANDREWS AFB (MD),TACTICAL CRYPTO,2010,NA,NA,972011,NA,NA,NA,NA,NA,NA,NA,1065632,NA,NA,8,NA
ANDREWS AFB (MD),TACTICAL CRYPTO,2011,NA,NA,1107288,NA,NA,NA,NA,NA,NA,NA,1326592,NA,NA,9,NA
ANDREWS AFB (MD),TACTICAL CRYPTO,2012,NA,NA,1079348,NA,NA,NA,NA,NA,NA,NA,1210769,NA,NA,8,NA
ANDREWS AFB (MD),TACTICAL CRYPTO,2013,NA,NA,1285300,NA,NA,NA,NA,NA,NA,NA,1358567,NA,NA,9,NA
ANDREWS AFB (MD),TACTICAL CRYPTO,2014,NA,NA,1388480,NA,NA,NA,NA,NA,NA,NA,1535873,NA,NA,9,NA
ANDREWS AFB (MD),TRAINING RANGE,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
ANDREWS AFB (MD),TRNG SPT,1996,4720540,1229244,11712365,1566613,1741430,NA,NA,NA,NA,NA,39416496,NA,NA,429,NA
ANDREWS AFB (MD),TRNG SPT,1997,5597454,1554969,13696411,1192963,556698,4269,NA,NA,NA,3211147,51939294,NA,NA,465,NA
ANDREWS AFB (MD),TRNG SPT,1998,5203076,1002647,14895010,971464,769972,NA,NA,NA,NA,NA,76723610,NA,NA,467,NA
ANDREWS AFB (MD),TRNG SPT,1999,11201156,1566425,18980991,806184,322610,NA,NA,NA,NA,NA,89603094,NA,NA,1321,NA
ANDREWS AFB (MD),TRNG SPT,2000,12192411,1385668,18417864,607257,165884,NA,NA,NA,NA,NA,60338448,NA,NA,1332,NA
ANDREWS AFB (MD),TRNG SPT,2001,12492306,1511874,17749755,1169180,436736,NA,NA,NA,NA,NA,65454007,NA,NA,1339,NA
ANDREWS AFB (MD),TRNG SPT,2002,11841217,855127,18498968,1797850,60946,251552,NA,NA,NA,NA,67771481,NA,NA,1272,NA
ANDREWS AFB (MD),TRNG SPT,2003,14401468,1050257,18764271,6478692,21282,NA,NA,NA,NA,NA,93211632,NA,NA,1423,NA
ANDREWS AFB (MD),TRNG SPT,2004,8614694,1099825,12579695,2146037,19720,NA,NA,NA,NA,5345507,139074968,NA,NA,1056,NA
ANDREWS AFB (MD),TRNG SPT,2005,11326610,1372274,16218116,2906898,1446,NA,NA,NA,NA,NA,125834566,NA,NA,1142,NA
ANDREWS AFB (MD),TRNG SPT,2006,10364180,885453,16410397,3159684,4506,NA,NA,NA,NA,8773545,151315980,NA,NA,1175,NA
ANDREWS AFB (MD),TRNG SPT,2007,8101510,409009,17388862,3082451,24939498,NA,NA,NA,NA,NA,196252726,NA,NA,1160,NA
ANDREWS AFB (MD),TRNG SPT,2008,5501281,561164,15681419,4453745,1013,NA,NA,NA,NA,NA,194958079,NA,NA,1109,NA
ANDREWS AFB (MD),TRNG SPT,2009,6325610,583375,17127928,5105839,578,NA,NA,NA,NA,NA,192649719,NA,NA,1091,NA
ANDREWS AFB (MD),TRNG SPT,2010,10234622,489823,17978621,3913968,254,NA,NA,NA,NA,NA,168593907,NA,NA,1210,NA
ANDREWS AFB (MD),TRNG SPT,2011,9606455,470447,42133452,3705142,2374173,5319878,NA,NA,NA,281518,241834078,NA,NA,1175,NA
ANDREWS AFB (MD),TRNG SPT,2012,7897192,481616,26569431,2996275,1807619,6369152,NA,NA,NA,208979,237415874,NA,NA,1299,NA
ANDREWS AFB (MD),TRNG SPT,2013,7605011,589822,25234009,3133749,1456361,4410609,NA,NA,NA,NA,186132168,NA,NA,1296,NA
ANDREWS AFB (MD),TRNG SPT,2014,6859458,624030,33974706,1427519,1463528,4245338,NA,NA,NA,NA,193650755,NA,NA,1326,NA
ANDREWS AFB (MD),WEATHER SERVICE,1996,102163,NA,661355,2872,40702,58912,NA,NA,NA,NA,5322245,NA,NA,32,NA
ANDREWS AFB (MD),WEATHER SERVICE,1997,102293,NA,645657,11000,27218,30619,NA,NA,NA,NA,3030172,NA,NA,34,NA
ANDREWS AFB (MD),WEATHER SERVICE,1998,76045,NA,607973,57332,33313,87967,NA,NA,NA,NA,3009660,NA,NA,31,NA
ANDREWS AFB (MD),WEATHER SERVICE,1999,NA,NA,579422,45653,23007,40297,NA,NA,NA,NA,2740575,NA,NA,41,NA
ANDREWS AFB (MD),WEATHER SERVICE,2000,NA,NA,603879,30894,4994,35142,NA,NA,NA,NA,2502380,NA,NA,30,NA
ANDREWS AFB (MD),WEATHER SERVICE,2001,NA,NA,778825,84070,7737,21235,NA,NA,NA,NA,2923701,NA,NA,34,NA
ANDREWS AFB (MD),WEATHER SERVICE,2002,9530,NA,704150,34785,9524,1949,NA,NA,NA,NA,2743686,NA,NA,33,NA
ANDREWS AFB (MD),WEATHER SERVICE,2003,NA,NA,692133,59140,5754,4790,NA,NA,NA,NA,2952180,NA,NA,30,NA
ANDREWS AFB (MD),WEATHER SERVICE,2004,NA,NA,626629,15845,7648,15522,NA,NA,NA,NA,2874171,NA,NA,23,NA
ANDREWS AFB (MD),WEATHER SERVICE,2005,NA,NA,437414,17871,9139,14593,NA,NA,NA,NA,2565700,NA,NA,38,NA
ANDREWS AFB (MD),WEATHER SERVICE,2006,15444,NA,592960,52009,32,NA,NA,NA,NA,NA,2971028,NA,NA,33,NA
ANDREWS AFB (MD),WEATHER SERVICE,2007,56480,NA,764461,6128,609,NA,NA,NA,NA,NA,3176186,NA,NA,36,NA
ANDREWS AFB (MD),WEATHER SERVICE,2008,NA,NA,758696,131041,NA,NA,NA,NA,NA,NA,3342662,NA,NA,35,NA
ANDREWS AFB (MD),WEATHER SERVICE,2009,NA,NA,625480,6727,NA,NA,NA,NA,NA,NA,3135756,NA,NA,44,NA
ANDREWS AFB (MD),WEATHER SERVICE,2010,NA,NA,586110,157350,NA,NA,NA,NA,NA,NA,2918700,NA,NA,50,NA
ANDREWS AFB (MD),WEATHER SERVICE,2011,NA,NA,295417,15622,NA,NA,NA,NA,NA,NA,2464007,NA,NA,56,NA
ANDREWS AFB (MD),WEATHER SERVICE,2012,NA,NA,898158,34983,NA,NA,NA,NA,NA,NA,3209414,NA,NA,56,NA
ANDREWS AFB (MD),WEATHER SERVICE,2013,NA,NA,333490,14215,70,NA,NA,NA,NA,NA,2132969,NA,NA,54,NA
ANDREWS AFB (MD),WEATHER SERVICE,2014,NA,NA,21141,8889,NA,NA,NA,NA,NA,NA,1283905,NA,NA,49,NA
ANDREWS AFB (MD),WRM EQPT,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38686,NA,NA,NA,NA
ANDREWS AFB (MD),WRM EQPT,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9473,NA,NA,NA,NA
ANDREWS AFB (MD),WRM EQPT,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1161,NA,NA,NA,NA
ANDREWS AFB (MD),WRM EQPT,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9439,NA,NA,NA,NA
ANDREWS AFB (MD),WRM EQPT,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20970,NA,NA,NA,NA
ANDREWS AFB (MD),WRM EQPT,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31207,NA,NA,NA,NA
ANDREWS AFB (MD),WRM EQPT,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60020,NA,NA,NA,NA
ANDREWS AFB (MD),DSCS,1996,NA,NA,2291439,NA,NA,NA,NA,NA,NA,NA,2291439,NA,NA,38,NA
ANDREWS AFB (MD),DSCS,1997,NA,NA,1758938,NA,NA,NA,NA,NA,NA,NA,1758938,NA,NA,29,NA
ANDREWS AFB (MD),DSCS,1998,NA,NA,1780256,NA,9127,40109,NA,NA,NA,NA,1831799,NA,NA,30,NA
ANDREWS AFB (MD),DSCS,1999,NA,NA,1292809,NA,1819,-24324,NA,NA,NA,NA,1276903,NA,NA,23,NA
ANDREWS AFB (MD),DSCS,2000,NA,NA,721418,NA,NA,NA,NA,NA,NA,NA,721418,NA,NA,13,NA
ANDREWS AFB (MD),DSCS,2001,NA,NA,703934,NA,NA,NA,NA,NA,NA,NA,703934,NA,NA,13,NA
ANDREWS AFB (MD),DSCS,2002,NA,NA,805278,NA,NA,NA,NA,NA,NA,NA,805278,NA,NA,13,NA
ANDREWS AFB (MD),DSCS,2003,NA,NA,705212,NA,NA,NA,NA,NA,NA,NA,705212,NA,NA,11,NA
ANDREWS AFB (MD),DSCS,2004,NA,NA,844447,NA,NA,NA,NA,NA,NA,NA,844447,NA,NA,13,NA
ANDREWS AFB (MD),DSCS,2005,NA,NA,772435,NA,NA,NA,NA,NA,NA,NA,772435,NA,NA,12,NA
ANDREWS AFB (MD),DSCS,2006,NA,NA,700805,NA,NA,NA,NA,NA,NA,NA,700805,NA,NA,11,NA
ANDREWS AFB (MD),DSCS,2007,NA,NA,700341,NA,NA,NA,NA,NA,NA,NA,700341,NA,NA,11,NA
ANDREWS AFB (MD),DSCS,2008,NA,NA,350415,NA,NA,NA,NA,NA,NA,NA,350415,NA,NA,5,NA
ANDREWS AFB (MD),DSCS,2009,NA,NA,407554,NA,NA,NA,NA,NA,NA,NA,407554,NA,NA,6,NA
ANDREWS AFB (MD),DSCS,2010,NA,NA,462787,NA,NA,NA,NA,NA,NA,NA,462787,NA,NA,6,NA
ANDREWS AFB (MD),DSCS,2011,NA,NA,575841,NA,NA,NA,NA,NA,NA,NA,575841,NA,NA,8,NA
ANDREWS AFB (MD),DSCS,2012,NA,NA,628958,NA,NA,NA,NA,NA,NA,NA,628958,NA,NA,9,NA
ANDREWS AFB (MD),DSCS,2013,NA,NA,321637,NA,NA,NA,NA,NA,NA,NA,321637,NA,NA,9,NA
ANDREWS AFB (MD),DSCS,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,7,NA
